sequence,raw_entry,entry,headword,parenthetical_note,marker,curriculum_level,form_type,alphabetic_section,source_pdf_page,source_print_page,source_id
936,ensure*,ensure,ensure,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
937,enter,enter,enter,,,compulsory_education,word,E,146,138,moe-hs-english-2017-2020-appendix-2
938,enterprise**,enterprise,enterprise,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
939,entertainment**,entertainment,entertainment,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
940,enthusiastic**,enthusiastic,enthusiastic,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
941,entirely*,entirely,entirely,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
942,entitle**,entitle,entitle,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
943,entrance*,entrance,entrance,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
944,entry**,entry,entry,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
945,envelope*,envelope,envelope,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
946,environment,environment,environment,,,compulsory_education,word,E,146,138,moe-hs-english-2017-2020-appendix-2
947,envy**,envy,envy,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
948,episode**,episode,episode,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
949,equal*,equal,equal,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
950,equator**,equator,equator,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
951,equipment*,equipment,equipment,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
952,era**,era,era,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
953,eraser,eraser,eraser,,,compulsory_education,word,E,146,138,moe-hs-english-2017-2020-appendix-2
954,error*,error,error,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
955,erupt*,erupt,erupt,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
956,escape*,escape,escape,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
957,especially,especially,especially,,,compulsory_education,word,E,146,138,moe-hs-english-2017-2020-appendix-2
958,essay**,essay,essay,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
959,essential**,essential,essential,,**,high_school_selective_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
960,establish*,establish,establish,,*,high_school_compulsory,word,E,146,138,moe-hs-english-2017-2020-appendix-2
961,estate**,estate,estate,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
962,estimate**,estimate,estimate,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
963,Europe,Europe,Europe,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
964,European,European,European,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
965,evaluate**,evaluate,evaluate,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
966,eve*,eve,eve,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
967,even,even,even,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
968,evening,evening,evening,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
969,event*,event,event,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
970,eventually*,eventually,eventually,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
971,ever,ever,ever,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
972,every,every,every,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
973,everybody,everybody,everybody,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
974,everyday,everyday,everyday,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
975,everyone,everyone,everyone,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
976,everything,everything,everything,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
977,everywhere,everywhere,everywhere,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
978,evidence**,evidence,evidence,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
979,exactly,exactly,exactly,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
980,exam (examination),exam (examination),exam,examination,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
981,examine**,examine,examine,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
982,example,example,example,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
983,excellent,excellent,excellent,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
984,except,except,except,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
985,exceptional**,exceptional,exceptional,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
986,exchange*,exchange,exchange,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
987,excited,excited,excited,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
988,exciting,exciting,exciting,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
989,excuse,excuse,excuse,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
990,exercise,exercise,exercise,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
991,exhibition**,exhibition,exhibition,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
992,exist*,exist,exist,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
993,exit*,exit,exit,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
994,expand**,expand,expand,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
995,expansion**,expansion,expansion,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
996,expect,expect,expect,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
997,expectation**,expectation,expectation,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
998,expense**,expense,expense,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
999,expensive,expensive,expensive,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1000,experience,experience,experience,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1001,experiment*,experiment,experiment,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1002,expert*,expert,expert,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1003,explain,explain,explain,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1004,explode**,explode,explode,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1005,explore*,explore,explore,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1006,export*,export,export,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1007,expose**,expose,expose,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1008,exposure**,exposure,exposure,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1009,express,express,express,,,compulsory_education,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1010,extend**,extend,extend,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1011,extension**,extension,extension,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1012,extent*,extent,extent,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1013,external*,external,external,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1014,extinction*,extinction,extinction,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1015,extra*,extra,extra,,*,high_school_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1016,extraordinary**,extraordinary,extraordinary,,**,high_school_selective_compulsory,word,E,147,139,moe-hs-english-2017-2020-appendix-2
1017,extremely*,extremely,extremely,,*,high_school_compulsory,word,E,148,140,moe-hs-english-2017-2020-appendix-2
1018,eye,eye,eye,,,compulsory_education,word,E,148,140,moe-hs-english-2017-2020-appendix-2
1019,fabric**,fabric,fabric,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1020,face,face,face,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1021,facilitate**,facilitate,facilitate,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1022,facility*,facility,facility,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1023,fact,fact,fact,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1024,factor*,factor,factor,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1025,factory,factory,factory,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1026,fail,fail,fail,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1027,failure*,failure,failure,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1028,fair,fair,fair,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1029,faith**,faith,faith,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1030,fall,fall,fall,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1031,false**,false,false,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1032,familiar*,familiar,familiar,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1033,family,family,family,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1034,famous,famous,famous,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1035,fan,fan,fan,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1036,fancy*,fancy,fancy,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1037,fantastic,fantastic,fantastic,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1038,fantasy**,fantasy,fantasy,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1039,far,far,far,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1040,farm,farm,farm,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1041,farmer,farmer,farmer,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1042,fashion**,fashion,fashion,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1043,fast,fast,fast,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1044,fat,fat,fat,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1045,father (dad),father (dad),father,dad,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1046,fault**,fault,fault,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1047,favour (favor)**,favour (favor),favour,favor,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1048,favourite (favorite),favourite (favorite),favourite,favorite,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1049,fear,fear,fear,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1050,feature*,feature,feature,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1051,February,February,February,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1052,fee**,fee,fee,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1053,feed,feed,feed,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1054,feel,feel,feel,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1055,feeling,feeling,feeling,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1056,fellow**,fellow,fellow,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1057,female*,female,female,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1058,fence**,fence,fence,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1059,festival,festival,festival,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1060,fetch**,fetch,fetch,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1061,fever,fever,fever,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1062,few,few,few,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1063,fibre (fiber)**,fibre (fiber),fibre,fiber,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1064,fiction**,fiction,fiction,,**,high_school_selective_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1065,field,field,field,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1066,fifteen,fifteen,fifteen,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1067,fifth,fifth,fifth,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1068,fifty,fifty,fifty,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1069,fight,fight,fight,,,compulsory_education,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1070,figure*,figure,figure,,*,high_school_compulsory,word,F,148,140,moe-hs-english-2017-2020-appendix-2
1071,file*,file,file,,*,high_school_compulsory,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1072,fill,fill,fill,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1073,film,film,film,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1074,finally,finally,finally,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1075,finance**,finance,finance,,**,high_school_selective_compulsory,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1076,financial**,financial,financial,,**,high_school_selective_compulsory,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1077,find,find,find,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1078,finding**,finding,finding,,**,high_school_selective_compulsory,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1079,fine,fine,fine,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1080,finger,finger,finger,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1081,finish,finish,finish,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1082,fire,fire,fire,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1083,firm**,firm,firm,,**,high_school_selective_compulsory,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1084,first,first,first,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
1085,fish,fish,fish,,,compulsory_education,word,F,149,141,moe-hs-english-2017-2020-appendix-2
